251,0,7,0
251,0,7,1
251,5,7,2
252,17,7,3
252,27,7,4
250,34,7,5
250,41,7,6
250,46,7,7
250,53,7,8
251,58,7,9
249,62,7,10
249,67,7,11
249,71,7,12
249,76,8,13
248,80,8,14
248,84,8,15
248,88,8,16
247,93,8,17
247,97,8,18
246,100,8,19
246,105,8,20
245,108,8,21
245,112,8,22
245,116,8,23
244,120,8,24
243,123,8,25
243,127,8,26
241,130,8,27
242,135,8,28
240,138,8,29
239,142,8,30
239,145,8,31
238,149,8,32
237,152,8,33
237,156,8,34
236,159,8,35
235,163,8,36
234,166,8,37
232,170,8,38
231,174,8,39
231,177,9,40
230,181,9,41
229,185,9,42
228,187,9,43
227,191,9,44
225,194,9,45
223,198,9,46
222,202,9,47
221,206,9,48
220,208,9,49
219,212,9,50
217,216,9,51
216,219,9,52
215,223,9,53
212,226,9,54
211,230,9,55
209,234,9,56
208,237,9,57
206,240,9,58
203,244,9,59
202,248,9,60
200,252,9,61
198,254,9,62
196,255,9,63
195,255,10,64
193,255,13,65
190,255,15,66
189,255,18,67
187,255,20,68
185,255,21,69
182,255,23,70
181,255,24,71
179,255,26,72
177,255,28,73
176,255,29,74
174,255,30,75
171,255,32,76
169,255,33,77
167,255,35,78
166,255,36,79
164,255,38,80
162,255,38,81
159,255,40,82
157,255,41,83
155,255,42,84
153,255,43,85
151,255,44,86
149,255,45,87
147,255,47,88
145,255,48,89
143,255,48,90
141,255,49,91
138,255,51,92
136,255,52,93
134,255,52,94
131,255,54,95
129,255,55,96
127,255,56,97
125,255,57,98
122,255,57,99
121,255,58,100
119,255,59,101
116,255,61,102
114,255,62,103
111,255,63,104
108,255,63,105
106,255,64,106
104,255,65,107
101,255,66,108
98,255,67,109
95,255,68,110
93,255,69,111
90,255,70,112
88,255,71,113
84,255,71,114
82,255,72,115
79,255,73,116
75,255,74,117
72,255,75,118
69,255,76,119
66,255,77,120
62,255,78,121
59,255,79,122
55,255,80,123
51,255,81,124
47,255,82,125
42,255,83,126
37,255,83,127
37,255,85,128
41,255,88,129
45,254,91,130
48,250,95,131
51,247,98,132
54,245,101,133
57,241,104,134
59,238,107,135
61,234,110,136
63,232,112,137
65,229,115,138
67,225,118,139
69,223,121,140
71,219,123,141
72,216,127,142
73,212,130,143
74,210,132,144
76,207,135,145
76,203,137,146
77,201,140,147
78,197,143,148
78,195,146,149
79,192,148,150
80,188,150,151
81,186,154,152
80,182,156,153
81,180,158,154
81,177,161,155
82,173,164,156
82,171,166,157
81,168,169,158
81,165,172,159
81,162,174,160
81,159,176,161
80,156,180,162
80,154,182,163
80,150,184,164
79,148,187,165
78,144,189,166
78,142,192,167
77,139,195,168
76,136,197,169
75,133,200,170
74,131,202,171
73,127,204,172
71,125,208,173
70,122,210,174
68,119,213,175
66,117,215,176
64,113,217,177
62,111,220,178
60,107,222,179
59,105,225,180
56,103,228,181
53,99,231,182
51,97,233,183
48,93,236,184
44,91,238,185
40,89,241,186
36,85,243,187
32,83,246,188
27,79,248,189
20,77,251,190
11,74,253,191
16,73,255,192
24,72,255,193
30,71,255,194
36,71,255,195
40,70,255,196
45,70,255,197
49,68,255,198
53,67,255,199
56,67,255,200
61,66,255,201
64,65,255,202
67,65,255,203
70,63,255,204
73,62,255,205
77,62,255,206
79,61,255,207
82,60,255,208
85,59,255,209
88,58,255,210
91,57,255,211
94,56,255,212
96,55,255,213
98,54,255,214
101,53,255,215
103,52,255,216
106,51,255,217
108,50,255,218
111,48,255,219
113,47,255,220
116,46,255,221
118,44,255,222
121,43,255,223
123,42,255,224
126,40,255,225
128,39,255,226
130,38,255,227
132,35,255,228
134,33,255,229
137,32,255,230
139,30,255,231
142,27,255,232
144,26,255,233
146,24,255,234
148,20,255,235
150,18,255,236
152,14,255,237
155,8,255,238
157,1,255,239
159,0,255,240
160,0,255,241
162,0,255,242
165,0,255,243
167,0,255,244
169,0,255,245
171,0,255,246
174,0,255,247
176,0,255,248
177,0,255,249
179,0,255,250
182,0,255,251
184,0,255,252
185,0,255,253
187,0,255,254
190,0,255,255
